ticket_id;data_contato;id_cliente;matricula_agente;motivo_contato;csat;comentario_csat
389282;2025-12-15 02:04:20;9830393713;46450;Esqueci minha senha;5;Estorno caiu na hora, confiança total.
299028;2025-12-12 22:31:59;8079331031;18229;Solicitação de troca;4;Fui atendido prontamente e com muita educação.
228093;2025-12-25 04:21:11;5639013227;41407;Esqueci minha senha;4;Achei o design do app muito limpo e moderno.
989227;2025-12-10 03:15:52;8463495033;70699;Produto entregue com defeito;2;O aplicativo fecha sozinho quando tento ver o extrato.
964226;2025-12-06 14:33:30;5528285106;77460;Atraso na entrega;1;A informação que o chat me passou não é a mesma do extrato.
576805;2025-12-24 10:53:15;1616963987;22168;Cupom de desconto inválido;4;Ótima experiência do usuário (UX).
196126;2025-12-17 02:11:21;8430191989;78265;Solicitação de troca;4;Problema resolvido com eficácia. Parabéns à equipe.
794963;2025-12-27 21:07:46;6496700122;66897;Alteração de dados cadastrais;1;A fila de espera nunca anda, desisti.
322409;2025-12-22 10:15:17;7422130581;42061;Alteração de dados cadastrais;5;O aplicativo é muito intuitivo e fácil de usar.
772875;2025-12-19 20:14:54;6504004690;84798;Estorno não realizado;5;Clareza nas informações, sem letras miúdas.
770556;2025-12-23 12:47:10;1697125957;50233;Suspeita de fraude;4;Estorno caiu na hora, confiança total.
726152;2025-12-31 06:09:10;9001594091;87841;Boleto não gerado;5;Nota 10 para o atendimento, superou minhas expectativas.
122394;2025-12-19 03:42:40;3883612800;94966;Dúvida sobre tamanho/medidas;2;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
153035;2025-12-06 09:22:37;3561140603;39695;Consulta de disponibilidade de estoque;1;Atendimento sem ação nenhuma, era mais fácil ser atendido pelo bot.
925013;2025-12-31 03:40:14;2479833057;22039;Problema com vale-presente;1;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
449709;2025-12-26 19:13:00;9985370172;36706;Dúvida sobre garantia;4;Sem filas, sem espera, direto ao ponto. Perfeito.
355400;2025-12-27 22:49:59;9042104415;46588;Rastreamento não atualiza;1;Meu limite sumiu sem aviso prévio.
232040;2025-12-12 12:37:23;8842636165;70699;Estorno não realizado;5;Gostei da agilidade na entrega e no suporte.
925206;2025-12-08 05:54:05;9258487235;68660;Nota fiscal não recebida;1;Demorou UMA HORA para que eu fosse atendida, NÃO resolveu minha solicitação.
692002;2025-12-18 03:27:15;4964641601;99535;Erro ao finalizar compra;3;Impossível falar ou ser atendido por pessoas... saudades do atendimento humano.
315173;2025-12-04 11:40:07;5217582539;34240;Solicitação de troca;5;Muito satisfeito com a solução apresentada.
171942;2025-12-17 11:49:05;8635334634;68147;Agendamento de entrega;2;Péssimo! Esse débito automático é horrível, demora muito pra debitar...
970127;2025-12-17 02:32:18;5392613687;93398;Confirmação de pagamento;2;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
902325;2025-12-28 08:39:59;2128713445;44799;Alteração de dados cadastrais;4;Gostei da agilidade na entrega e no suporte.
681128;2025-12-09 08:08:08;5167393775;77174;Confirmação de pagamento;2;O atendente nem leu o que eu escrevi, mandou resposta pronta.
317220;2025-12-07 21:39:47;1852290085;63276;Confirmação de pagamento;2;Prometeram resolver em 24h e já faz uma semana.
714867;2025-12-05 20:24:25;2949341504;60699;Produto entregue errado;2;Movimento minha conta todos os meses e ainda me negam crédito.
326441;2025-12-01 08:46:25;9295242396;96999;Pedido incompleto;4;Sem filas, sem espera, direto ao ponto. Perfeito.
952547;2025-12-17 22:36:47;4996944007;95667;Dúvida sobre frete;5;Ótima experiência do usuário (UX).
344316;2025-12-19 17:00:49;6165207446;94966;Solicitação de devolução;5;Gostei da agilidade na entrega e no suporte.
444519;2025-12-04 08:18:22;2723623221;95667;Esqueci minha senha;2;Cobrando duas vezes a mesma fatura.
911984;2025-12-16 11:18:57;4982151132;49187;Cancelamento de compra;3;Quer desumanizar mais ainda o atendente coloca um bot de vez.
254721;2025-12-23 21:31:21;2993960210;99979;Agendamento de entrega;4;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
926952;2025-12-28 12:17:54;4898275173;86996;Erro ao finalizar compra;5;Gostei da agilidade na entrega e no suporte.
724932;2025-12-13 15:00:05;3912128282;28005;Erro ao finalizar compra;2;Respostas frias que parecem vir de uma máquina, sem qualquer acolhimento.
102973;2025-12-03 21:17:54;9927495769;27709;Dúvida sobre tamanho/medidas;3;Foi embutido um produto em minha conta sem meu consentimento.
390743;2025-12-04 00:15:16;1701723862;86561;Dúvida sobre frete;5;Gostei da agilidade na entrega e no suporte.
251716;2025-12-22 21:34:24;2631355498;92130;Dúvida sobre garantia;5;O processo foi simples e sem burocracia, me surpreendeu.
236306;2025-12-31 07:15:37;2812044807;79769;Status do pedido;2;Primeiro tenho que explicar tudo pra um robô, pra ele falar que não consegue me ajudar.
666456;2025-12-01 05:32:55;2364751383;16977;Embalagem danificada;2;Respostas frias que parecem vir de uma máquina, sem qualquer acolhimento.
362829;2025-12-02 19:49:55;7303842526;71303;Dúvida sobre frete;2;Demora de responder e se não falar em 3 minutos, para tudo...
937302;2025-12-15 13:25:49;9488715564;99979;Embalagem danificada;1;Não consigo achar a opção de cancelar, escondem de propósito.
282973;2025-12-12 20:42:19;2614826577;84798;Atraso na entrega;4;Suporte técnico nota mil.
215266;2025-12-16 13:17:42;1817706810;45162;Alteração de endereço de entrega;5;Muito satisfeito com a solução apresentada.
793169;2025-12-05 11:47:56;2921952148;16875;Reclamação sobre transportadora;4;Clareza nas informações, sem letras miúdas.
127032;2025-12-08 23:48:13;7636535341;87841;Problema com vale-presente;1;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
238205;2025-12-08 04:56:45;6613944246;64221;Confirmação de pagamento;1;Fui roubada via pix, contestei em menos de meia hora e nao fui restituido.
115582;2025-12-09 09:31:35;3545004477;11035;Boleto não gerado;2;Demora de responder e se não falar em 3 minutos, para tudo...
475644;2025-12-16 13:49:26;7780922380;58421;Erro ao finalizar compra;2;O atendente nem leu o que eu escrevi, mandou resposta pronta.
928358;2025-12-26 10:43:31;1205237720;82813;Dúvida sobre frete;5;Tudo certo, consegui tirar minha dúvida em poucos minutos.
926730;2025-12-09 19:39:45;9006346563;64029;Solicitação de troca;2;Taxa abusiva que apareceu do nada no meu extrato.
349489;2025-12-27 14:12:54;4510969640;28232;Pix não aprovado;1;Primeiro tenho que explicar tudo pra um robô, pra ele falar que não consegue me ajudar.
717457;2025-12-22 18:28:21;7146784303;87841;Rastreamento não atualiza;3;A informação que o chat me passou não é a mesma do extrato.
439498;2025-12-23 16:40:26;1227204294;96999;Problema com vale-presente;3;Grosseria total do atendente ao telefone.
116547;2025-12-31 05:54:35;2940202689;32703;Pix não aprovado;4;Gostei da agilidade na entrega e no suporte.
282710;2025-12-16 22:52:49;8224344340;60699;Cupom de desconto inválido;5;O processo foi simples e sem burocracia, me surpreendeu.
378258;2025-12-29 01:19:30;4573414614;32224;Dúvida sobre tamanho/medidas;1;Processo arcaico, exigem ir na agência para algo digital.
154944;2025-12-25 04:36:52;7005908641;43717;Dúvida sobre tamanho/medidas;5;O melhor atendimento que já tive em e-commerce.
232915;2025-12-12 23:55:48;3294293463;47360;Cobrança duplicada no cartão;3;A fila de espera nunca anda, desisti.
877747;2025-12-26 22:46:24;4984372237;58421;Suspeita de fraude;3;A fila de espera nunca anda, desisti.
541409;2025-12-02 18:29:59;9182096509;45162;Solicitação de devolução;5;Atendimento excelente, resolveram meu problema muito rápido.
651640;2025-12-05 00:50:19;3204996671;77460;Status do pedido;2;Chat perde a conexão muito rápido. Se eu olhar outra tela ele desconecta.
219169;2025-12-01 17:02:47;4930627502;63052;Alteração de endereço de entrega;4;Finalmente uma empresa que ouve o cliente.
881886;2025-12-09 17:15:15;1322889502;83347;Dúvida sobre frete;2;Gostaria de pagar minhas próximas faturas manualmente!
166645;2025-12-05 16:43:24;4581821730;94620;Alteração de dados cadastrais;4;Amei a facilidade de navegação no novo app.
599380;2025-12-15 20:46:22;3744752409;16875;Produto entregue errado;5;Consegui resolver tudo pelo chat sem precisar ligar.
570050;2025-12-13 15:41:54;9066728060;74981;Consulta de disponibilidade de estoque;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
915809;2025-12-31 17:27:17;4553324308;90096;Alteração de endereço de entrega;5;Muito bom, recomendo a todos.
479625;2025-12-13 01:32:57;6125551262;37689;Produto entregue com defeito;4;A atendente foi muito simpática e prestativa.
638169;2025-12-27 14:44:44;9476884146;23020;Pedido incompleto;2;Lentidão absurda para carregar a página inicial.
722503;2025-12-05 10:18:49;7640556632;95423;Rastreamento não atualiza;5;Problema resolvido com eficácia. Parabéns à equipe.
214351;2025-12-23 03:00:27;7899839564;86459;Nota fiscal não recebida;5;Suporte técnico nota mil.
573962;2025-12-13 08:46:32;4549076340;99911;Produto entregue errado;1;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
628313;2025-12-12 02:35:44;3316533133;25956;Alteração de dados cadastrais;3;Se eu recebo um pagamento, não tem lógica esperar análise de 72h.
332311;2025-12-11 16:36:20;4765153311;64029;Pix não aprovado;5;Problema resolvido com eficácia. Parabéns à equipe.
744986;2025-12-17 23:01:31;6662663704;52670;Solicitação de troca;4;O sistema de segurança me passa muita credibilidade.
145471;2025-12-29 13:35:52;5420195482;88278;Nota fiscal não recebida;3;Meu limite sumiu sem aviso prévio.
862569;2025-12-03 11:19:27;8517357684;67978;Suspeita de fraude;5;Fui atendido prontamente e com muita educação.
921273;2025-12-23 11:40:11;5393402303;62976;Alteração de endereço de entrega;2;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
790909;2025-12-27 18:35:36;7136173390;78122;Status do pedido;2;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
646781;2025-12-04 10:48:10;5271206218;34240;Dúvida sobre frete;5;Clareza nas informações, sem letras miúdas.
416282;2025-12-04 16:09:08;7243051607;32224;Embalagem danificada;3;Vocês descontaram uma cesta de serviço que eu não contratei.
580292;2025-12-15 06:05:34;4006956201;34240;Dúvida sobre frete;5;O melhor atendimento que já tive em e-commerce.
774591;2025-12-16 08:24:43;9324481501;40959;Confirmação de pagamento;2;Prometeram resolver em 24h e já faz uma semana.
132663;2025-12-02 01:38:44;4403349322;83347;Alteração de dados cadastrais;2;Tudo que tento fazer no App da erro tente mais tarde...
163780;2025-12-27 20:38:08;5304637278;68660;Dúvida sobre garantia;2;Grosseria total do atendente ao telefone.
602248;2025-12-21 21:36:48;3321948023;32120;Rastreamento não atualiza;5;Ótima experiência do usuário (UX).
988456;2025-12-16 06:49:27;9952225854;68660;Produto entregue errado;3;Pedem documento que já enviei 3 vezes, desorganização total.
521126;2025-12-01 07:15:55;4610695948;68440;Esqueci minha senha;3;Se eu recebo um pagamento, não tem lógica esperar análise de 72h.
546980;2025-12-04 22:56:55;1775022450;28897;Pedido incompleto;1;Se eu recebo um pagamento, não tem lógica esperar análise de 72h.
819425;2025-12-20 13:22:35;7997253041;63276;Boleto não gerado;2;Péssimo! Esse débito automático é horrível, demora muito pra debitar...
213206;2025-12-06 07:54:54;1683832465;34424;Cobrança duplicada no cartão;3;Vocês descontaram uma cesta de serviço que eu não contratei.
614084;2025-12-27 00:02:13;9556222542;59156;Rastreamento não atualiza;1;Prometeram resolver em 24h e já faz uma semana.
847006;2025-12-30 09:41:16;8127735101;73010;Status do pedido;4;Adorei a nova funcionalidade de pix, muito rápida.
565108;2025-12-01 09:38:27;9542146097;97305;Atraso na entrega;4;Problema resolvido com eficácia. Parabéns à equipe.
177060;2025-12-11 20:30:41;5024636765;94966;Produto entregue com defeito;5;Atendimento excelente, resolveram meu problema muito rápido.
184714;2025-12-19 03:17:33;8244525338;77932;Boleto não gerado;5;Muito satisfeito com a solução apresentada.
437758;2025-12-23 04:22:25;9902875244;86561;Agendamento de entrega;3;Atendimento insensível, consultor não demonstrou interesse no meu problema grave.
737846;2025-12-05 02:08:19;5024672592;52894;Dificuldade de navegação no site;2;A fila de espera nunca anda, desisti.
255539;2025-12-14 23:17:48;3450786785;84798;Boleto não gerado;5;Atendimento excelente, resolveram meu problema muito rápido.
168872;2025-12-18 14:58:08;9759305846;41111;Atraso na entrega;5;Suporte técnico nota mil.
232321;2025-12-02 23:15:02;2153273805;81217;Cobrança duplicada no cartão;2;Vocês descontaram uma cesta de serviço que eu não contratei.
388375;2025-12-05 13:31:14;1680052083;64827;Solicitação de troca;5;A atendente foi muito simpática e prestativa.
754644;2025-12-03 12:21:25;4133766146;11456;Suspeita de fraude;1;Parece que estou falando com um robô o tempo todo, zero empatia.
763829;2025-12-17 01:16:20;7624052145;87841;Alteração de endereço de entrega;1;A informação que o chat me passou não é a mesma do extrato.
713799;2025-12-14 23:34:12;8264535316;23020;Dúvida sobre frete;2;Não é claro o procedimento, confuso!
674993;2025-12-20 19:52:16;5853262260;15729;Solicitação de devolução;5;Rápido, prático e eficiente.
846746;2025-12-28 16:48:13;3703750755;94966;Dificuldade de navegação no site;4;Clareza nas informações, sem letras miúdas.
440981;2025-12-16 00:17:56;3780006745;77994;Erro ao finalizar compra;5;Muito bom, recomendo a todos.
499407;2025-12-21 03:03:13;6512873698;81260;Status do pedido;2;Pedem documento que já enviei 3 vezes, desorganização total.
726410;2025-12-14 16:01:27;4920956041;41407;Erro ao finalizar compra;4;O aplicativo é muito intuitivo e fácil de usar.
656329;2025-12-21 22:06:50;2895822452;50776;Solicitação de troca;3;Atendimento demorado e muito burocrático.
409222;2025-12-03 20:12:26;1768980818;22151;Problema com vale-presente;5;Clareza nas informações, sem letras miúdas.
575755;2025-12-23 06:33:21;7020055207;38460;Alteração de dados cadastrais;1;Quer desumanizar mais ainda o atendente coloca um bot de vez.
630108;2025-12-22 22:43:40;6972135647;50776;Solicitação de troca;2;Meu limite sumiu sem aviso prévio.
734836;2025-12-02 16:41:10;3820619867;94966;Dúvida sobre frete;2;Taxa abusiva que apareceu do nada no meu extrato.
551096;2025-12-16 19:47:03;7938875613;77994;Consulta de disponibilidade de estoque;5;Tudo certo, consegui tirar minha dúvida em poucos minutos.
203996;2025-12-13 05:05:46;6475653995;79233;Problema com vale-presente;4;Gosto quando a empresa valoriza o tempo do cliente.
931621;2025-12-29 02:28:01;4351139334;61180;Produto entregue errado;3;Impossível falar ou ser atendido por pessoas... saudades do atendimento humano.
835869;2025-12-01 21:59:01;9862583795;90601;Reclamação sobre transportadora;3;Foi embutido um produto em minha conta sem meu consentimento.
219971;2025-12-01 03:21:55;9475505437;90819;Estorno não realizado;5;Suporte técnico nota mil.
994217;2025-12-16 13:07:56;7580737343;88547;Esqueci minha senha;5;Ótima experiência do usuário (UX).
786516;2025-12-29 19:00:31;9226229353;74868;Embalagem danificada;5;Adorei a nova funcionalidade de pix, muito rápida.
782535;2025-12-19 05:27:13;7467385370;83424;Problema com vale-presente;2;Vocês descontaram uma cesta de serviço que eu não contratei.
906315;2025-12-24 17:08:11;4582381106;88278;Esqueci minha senha;2;Não consigo achar a opção de cancelar, escondem de propósito.
678116;2025-12-29 21:00:38;3477355508;50776;Problema com vale-presente;5;O melhor atendimento que já tive em e-commerce.
855855;2025-12-14 13:07:19;4220213945;63276;Cobrança duplicada no cartão;3;Atendimento demorado e muito burocrático.
325468;2025-12-10 05:17:37;7580494069;45368;Pedido incompleto;2;Péssimo atendimento, já to a 10 dias tentando fazer uma contestação.
550961;2025-12-08 11:48:16;5297778886;43717;Problema com vale-presente;4;Suporte técnico nota mil.
573489;2025-12-18 22:21:42;3764023878;63276;Dúvida sobre tamanho/medidas;5;Estorno caiu na hora, confiança total.
339592;2025-12-20 10:18:07;4403354564;95354;Pix não aprovado;3;Interface confusa, poluição visual, não acho nada.
533914;2025-12-10 06:15:01;2583472482;93398;Dúvida sobre tamanho/medidas;4;Sempre que preciso sou bem atendido.
455395;2025-12-23 16:16:46;8282124062;29122;Erro ao finalizar compra;5;Sempre que preciso sou bem atendido.
967611;2025-12-20 11:39:01;4792544000;82045;Status do pedido;3;Não é claro o procedimento, confuso!
575528;2025-12-22 01:30:22;9022086330;66897;Cancelamento de compra;2;Quanta burocracia desnecessária! Só continuo aqui porque a empresa exige!
518098;2025-12-13 02:04:17;6970667812;82813;Dúvida sobre garantia;5;Atendimento excelente, resolveram meu problema muito rápido.
536196;2025-12-25 19:57:52;1164565091;90819;Dúvida sobre garantia;5;Finalmente uma empresa que ouve o cliente.
865054;2025-12-12 04:01:58;3890561281;52973;Rastreamento não atualiza;5;Nota 10 para o atendimento, superou minhas expectativas.
199704;2025-12-06 17:59:18;6016176766;18372;Produto entregue errado;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
427730;2025-12-14 20:00:25;8501043530;52894;Cancelamento de compra;2;Movimento minha conta todos os meses e ainda me negam crédito.
547494;2025-12-14 14:05:30;8956347883;92594;Cobrança duplicada no cartão;5;Tudo certo, consegui tirar minha dúvida em poucos minutos.
427704;2025-12-06 04:37:05;6447403415;87221;Reclamação sobre transportadora;2;Atendimento sem ação nenhuma, era mais fácil ser atendido pelo bot.
797416;2025-12-01 07:57:05;7543747200;60468;Reclamação sobre transportadora;5;Rápido, prático e eficiente.
367271;2025-12-18 10:47:10;2692504896;35808;Problema com vale-presente;5;Muito satisfeito com a solução apresentada.
492483;2025-12-15 18:37:27;5897783830;16744;Boleto não gerado;4;O sistema de segurança me passa muita credibilidade.
260053;2025-12-06 15:33:31;7920856274;16875;Dúvida sobre garantia;5;O processo foi simples e sem burocracia, me surpreendeu.
820184;2025-12-15 03:34:31;5087262067;50757;Boleto não gerado;5;Estorno caiu na hora, confiança total.
597305;2025-12-30 06:06:16;8931701298;20260;Dificuldade de navegação no site;2;Movimento minha conta todos os meses e ainda me negam crédito.
170394;2025-12-04 15:50:05;8685994713;40199;Problema com vale-presente;5;Ótima experiência do usuário (UX).
195656;2025-12-02 04:09:36;5039868690;16977;Alteração de dados cadastrais;1;Movimento minha conta todos os meses e ainda me negam crédito.
972176;2025-12-23 03:42:22;5737789650;21575;Atraso na entrega;4;O sistema de segurança me passa muita credibilidade.
189511;2025-12-16 09:30:28;2739036806;43717;Status do pedido;2;Processo arcaico, exigem ir na agência para algo digital.
197758;2025-12-02 19:54:16;2119819986;83467;Solicitação de devolução;3;Atendimento sem ação nenhuma, era mais fácil ser atendido pelo bot.
552855;2025-12-08 08:14:17;9229145004;63276;Estorno não realizado;5;Problema resolvido com eficácia. Parabéns à equipe.
201255;2025-12-31 18:11:39;8565577212;47360;Boleto não gerado;5;Ótima experiência do usuário (UX).
880758;2025-12-06 08:33:05;9298568776;58421;Pix não aprovado;3;Prometeram resolver em 24h e já faz uma semana.
874683;2025-12-20 09:37:53;9353816138;40959;Dúvida sobre tamanho/medidas;4;O sistema de segurança me passa muita credibilidade.
490748;2025-12-23 22:52:47;2671071007;66810;Cupom de desconto inválido;4;Rápido, prático e eficiente.
951201;2025-12-18 22:03:49;6033088298;36706;Cancelamento de compra;5;Clareza nas informações, sem letras miúdas.
236435;2025-12-31 09:45:44;3983274325;97305;Boleto não gerado;4;O processo foi simples e sem burocracia, me surpreendeu.
683397;2025-12-12 07:41:20;8243193820;47136;Pedido incompleto;5;Consegui resolver tudo pelo chat sem precisar ligar.
162894;2025-12-09 14:14:48;1439034681;16875;Esqueci minha senha;5;A atendente foi muito simpática e prestativa.
714953;2025-12-24 14:15:40;8347036704;18430;Problema com vale-presente;3;Quer desumanizar mais ainda o atendente coloca um bot de vez.
688866;2025-12-08 21:36:08;6880804196;10319;Problema com vale-presente;5;Estorno caiu na hora, confiança total.
688967;2025-12-31 07:46:20;8068746644;16875;Boleto não gerado;5;Amei a facilidade de navegação no novo app.
445658;2025-12-30 19:25:18;7523776106;66810;Confirmação de pagamento;5;Rápido, prático e eficiente.
802559;2025-12-09 08:23:04;9402068322;32224;Dificuldade de navegação no site;2;Demora de responder e se não falar em 3 minutos, para tudo...
228168;2025-12-30 02:58:11;7694500686;35688;Embalagem danificada;3;Demora de responder e se não falar em 3 minutos, para tudo...
530764;2025-12-07 00:22:57;9657075293;37689;Solicitação de troca;5;Sempre que preciso sou bem atendido.
470774;2025-12-27 23:08:21;8215987738;22168;Esqueci minha senha;3;Grosseria total do atendente ao telefone.
797660;2025-12-30 21:15:17;8837722577;74479;Agendamento de entrega;4;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
886730;2025-12-12 08:54:29;1962960506;18229;Atraso na entrega;1;Banco cobra sempre valores de cesta que não contratamos.
543481;2025-12-01 10:05:21;6128876188;45162;Atraso na entrega;1;Não consigo achar a opção de cancelar, escondem de propósito.
856086;2025-12-29 03:43:13;3478044003;70699;Pedido incompleto;3;Os apps estão péssimo, toda hora trava, da erro muito ruim.
153945;2025-12-02 19:28:18;3079834001;79006;Boleto não gerado;4;A atendente foi muito simpática e prestativa.
401601;2025-12-23 10:32:42;1201390335;11341;Status do pedido;3;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
729575;2025-12-05 13:36:23;8321571123;28005;Solicitação de devolução;4;Estorno caiu na hora, confiança total.
427626;2025-12-28 00:45:41;3499572011;16977;Boleto não gerado;4;Consegui resolver tudo pelo chat sem precisar ligar.
468727;2025-12-13 17:41:40;1161879668;78122;Dúvida sobre tamanho/medidas;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
208633;2025-12-19 05:56:30;8896567172;62871;Dúvida sobre garantia;4;Amei a facilidade de navegação no novo app.
705991;2025-12-17 04:51:12;6197708712;93398;Consulta de disponibilidade de estoque;3;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
632060;2025-12-13 10:58:19;2321048099;79006;Solicitação de troca;3;Foi embutido um produto em minha conta sem meu consentimento.
323072;2025-12-23 16:59:37;6691888184;29516;Solicitação de troca;1;Respostas frias que parecem vir de uma máquina, sem qualquer acolhimento.
262246;2025-12-08 16:34:28;2948526738;60293;Dúvida sobre frete;4;Atendimento excelente, resolveram meu problema muito rápido.
788637;2025-12-27 16:32:18;2407744889;68897;Embalagem danificada;4;Atendimento excelente, resolveram meu problema muito rápido.
605612;2025-12-23 10:35:04;1460515948;21575;Pix não aprovado;4;Ótima experiência do usuário (UX).
335137;2025-12-12 21:40:00;4130741146;95667;Status do pedido;3;Banco cobra sempre valores de cesta que não contratamos.
988432;2025-12-11 04:28:32;4805765751;46450;Cupom de desconto inválido;5;Gosto quando a empresa valoriza o tempo do cliente.
213475;2025-12-05 03:38:10;8806269776;95836;Status do pedido;1;O aplicativo fecha sozinho quando tento ver o extrato.
467121;2025-12-01 22:12:53;3252816770;18430;Solicitação de devolução;5;Fui atendido prontamente e com muita educação.
986438;2025-12-08 08:08:42;7125697460;95354;Dúvida sobre garantia;1;A fila de espera nunca anda, desisti.
683286;2025-12-24 15:27:03;8952386765;77994;Status do pedido;5;Consegui resolver tudo pelo chat sem precisar ligar.
485415;2025-12-13 03:09:33;1196675873;44799;Embalagem danificada;4;Sempre que preciso sou bem atendido.
220465;2025-12-18 09:13:45;4636141134;35444;Erro ao finalizar compra;3;Pedem documento que já enviei 3 vezes, desorganização total.
899649;2025-12-28 14:27:13;5763568393;92130;Confirmação de pagamento;2;Péssimo, eu fui roubada, vocês não resolvem absolutamente nada.
392099;2025-12-30 23:54:21;4403565157;66810;Dúvida sobre frete;1;Falta de vontade de resolver, me jogam de um setor para o outro.
701987;2025-12-23 03:16:24;2519815008;61180;Boleto não gerado;2;Demora de responder e se não falar em 3 minutos, para tudo...
337144;2025-12-19 11:11:16;7256190993;22168;Estorno não realizado;1;Impossível falar ou ser atendido por pessoas... saudades do atendimento humano.
946432;2025-12-03 14:30:49;9848243913;52670;Erro ao finalizar compra;5;Finalmente uma empresa que ouve o cliente.
549956;2025-12-16 05:53:11;3053053746;50102;Pix não aprovado;3;Primeiro tenho que explicar tudo pra um robô, pra ele falar que não consegue me ajudar.
986209;2025-12-27 04:50:55;6461832733;85568;Produto entregue com defeito;5;Nota 10 para o atendimento, superou minhas expectativas.
688215;2025-12-25 05:48:49;1557383228;99911;Produto entregue errado;2;Foi embutido um produto em minha conta sem meu consentimento.
904711;2025-12-09 15:36:59;6790974226;15579;Solicitação de devolução;5;A atendente Maria foi um anjo, resolveu o que ninguém conseguia.
958182;2025-12-13 11:58:44;7133865128;41849;Problema com vale-presente;4;Problema resolvido com eficácia. Parabéns à equipe.
751924;2025-12-15 09:39:40;7470108123;10319;Status do pedido;1;Falta de vontade de resolver, me jogam de um setor para o outro.
743378;2025-12-22 06:03:05;7194208236;45162;Boleto não gerado;3;Impossível falar ou ser atendido por pessoas... saudades do atendimento humano.
807764;2025-12-26 20:16:24;1719792989;18372;Dúvida sobre garantia;2;Fiquei mais de 40 minutos esperando para ser atendido por um humano.
773918;2025-12-16 13:11:39;8169652310;62871;Cobrança duplicada no cartão;2;Taxa abusiva que apareceu do nada no meu extrato.
683783;2025-12-28 13:22:12;7821787690;90615;Suspeita de fraude;4;Gostei da agilidade na entrega e no suporte.
127529;2025-12-20 03:39:13;9437615311;60334;Pix não aprovado;5;Muito satisfeito com a solução apresentada.
738577;2025-12-13 18:08:47;7930564616;53903;Cupom de desconto inválido;5;Consegui resolver tudo pelo chat sem precisar ligar.
789786;2025-12-05 16:26:12;5848575020;92130;Rastreamento não atualiza;4;Gosto quando a empresa valoriza o tempo do cliente.
969752;2025-12-20 20:31:39;4910510841;81217;Produto entregue errado;5;Sempre que preciso sou bem atendido.
827157;2025-12-07 14:38:27;5155958091;79769;Erro ao finalizar compra;5;Atendimento excelente, resolveram meu problema muito rápido.
380439;2025-12-25 00:30:06;2427195224;60293;Solicitação de devolução;5;Muito satisfeito com a solução apresentada.
130359;2025-12-12 16:09:19;4655073624;64221;Dúvida sobre garantia;4;Amei a facilidade de navegação no novo app.
289179;2025-12-30 03:15:34;4790265665;95667;Nota fiscal não recebida;1;Chat perde a conexão muito rápido. Se eu olhar outra tela ele desconecta.
386544;2025-12-25 03:30:13;1184146454;20260;Boleto não gerado;2;Muito lento o atendimento, a culpa não é da atendente, mas do sistema.
836833;2025-12-18 09:08:01;8737905382;41111;Erro ao finalizar compra;4;Gosto quando a empresa valoriza o tempo do cliente.
899444;2025-12-23 03:35:22;1996817103;98575;Estorno não realizado;3;Bloquearam a conta por receber depósito, e não consegui desbloquear.
423993;2025-12-07 08:28:04;5116560057;67011;Status do pedido;1;Demorou UMA HORA para que eu fosse atendida, NÃO resolveu minha solicitação.
456331;2025-12-24 03:20:54;4552265343;52973;Nota fiscal não recebida;4;O sistema de segurança me passa muita credibilidade.
468074;2025-12-10 20:15:38;8727986644;11035;Confirmação de pagamento;1;Meu limite sumiu sem aviso prévio.
106402;2025-12-12 10:17:51;9025082374;98537;Solicitação de troca;5;Estorno caiu na hora, confiança total.
290217;2025-12-01 16:26:22;1297394609;83243;Alteração de endereço de entrega;1;Nunca vi um banco que o cliente tem conta a anos e não oferece crédito.
250210;2025-12-29 07:34:19;5318888998;16744;Produto entregue errado;4;Fui atendido prontamente e com muita educação.
693830;2025-12-28 18:16:46;6754954558;86459;Pedido incompleto;5;Problema resolvido com eficácia. Parabéns à equipe.
789275;2025-12-16 19:40:08;9735058532;99535;Atraso na entrega;1;Interface confusa, poluição visual, não acho nada.
520252;2025-12-20 16:41:07;8013703658;37235;Dúvida sobre tamanho/medidas;4;Consegui resolver tudo pelo chat sem precisar ligar.
172965;2025-12-14 18:09:14;5726050504;28232;Consulta de disponibilidade de estoque;5;Adorei a nova funcionalidade de pix, muito rápida.
248766;2025-12-10 12:42:26;6597469534;74479;Erro ao finalizar compra;2;Prometeram resolver em 24h e já faz uma semana.
876962;2025-12-03 23:48:37;6940229940;20260;Solicitação de devolução;2;Demorou UMA HORA para que eu fosse atendida, NÃO resolveu minha solicitação.
